id,judul,judul_asli,sinopsis,tagline,genre,genre_ids,sutradara,pemain,produksi,negara,rating,jumlah_vote,popularitas,tanggal_rilis,tahun,bahasa_asli,teks_dokumen,jumlah_kata_dokumen,jumlah_kata_sinopsis
1726,Iron Man,Iron Man,"Menceritakan kisah Tony Stark, seorang industrialis miliarder dan penemu jenius yang diculik dan dipaksa untuk membuat senjata yang mematikan. Namun, dengan menggunakan kecerdasan dan kepintarannya, Tony membangun baju zirah berteknologi tinggi dan melarikan diri dari penawanan. Ketika ia mengungkap sebuah rencana jahat dengan implikasi global, ia mengenakan baju zirah ampuhnya dan bersumpah untuk melindungi dunia sebagai Iron Man.",I Am Iron Man,"Aksi, Cerita Fiksi, Petualangan","[28, 878, 12]",Jon Favreau,"Robert Downey Jr., Terrence Howard, Jeff Bridges, Gwyneth Paltrow, Leslie Bibb","Marvel Studios, Marvel Entertainment, Fairview Entertainment",United States of America,7.659,28094,22.6275,2008-04-30,2008,en,"Judul film Iron Man. Genre film ini adalah Aksi, Cerita Fiksi, Petualangan. Menceritakan kisah Tony Stark, seorang industrialis miliarder dan penemu jenius yang diculik dan dipaksa untuk membuat senjata yang mematikan. Namun, dengan menggunakan kecerdasan dan kepintarannya, Tony membangun baju zirah berteknologi tinggi dan melarikan diri dari penawanan. Ketika ia mengungkap sebuah rencana jahat dengan implikasi global, ia mengenakan baju zirah ampuhnya dan bersumpah untuk melindungi dunia sebagai Iron Man. Tagline: I Am Iron Man. Disutradarai oleh Jon Favreau. Dibintangi oleh Robert Downey Jr., Terrence Howard, Jeff Bridges, Gwyneth Paltrow, Leslie Bibb. Diproduksi oleh Marvel Studios, Marvel Entertainment, Fairview Entertainment. Negara produksi: United States of America.",106,58
985939,Fall,Fall,"Untuk sahabat Becky dan Hunter, hidup adalah tentang menaklukkan ketakutan dan mendorong batas. Tetapi setelah mereka mendaki 2.000 kaki ke puncak menara radio terpencil yang ditinggalkan, mereka menemukan diri mereka terdampar tanpa jalan turun. Sekarang keterampilan panjat ahli Becky dan Hunter akan diuji saat mereka mati-matian berjuang untuk bertahan hidup dari unsur-unsur, kurangnya persediaan, dan ketinggian yang menyebabkan vertigo.",,Cerita Seru,[53],Scott Mann,"Grace Caroline Currey, Virginia Gardner, Jeffrey Dean Morgan, Mason Gooding, Jasper Cole","Tea Shop Productions, Capstone Pictures, Eagle Films","United States of America, United Kingdom",7.129,4574,22.6069,2022-08-11,2022,en,"Judul film Fall. Genre film ini adalah Cerita Seru. Untuk sahabat Becky dan Hunter, hidup adalah tentang menaklukkan ketakutan dan mendorong batas. Tetapi setelah mereka mendaki 2.000 kaki ke puncak menara radio terpencil yang ditinggalkan, mereka menemukan diri mereka terdampar tanpa jalan turun. Sekarang keterampilan panjat ahli Becky dan Hunter akan diuji saat mereka mati-matian berjuang untuk bertahan hidup dari unsur-unsur, kurangnya persediaan, dan ketinggian yang menyebabkan vertigo. Disutradarai oleh Scott Mann. Dibintangi oleh Grace Caroline Currey, Virginia Gardner, Jeffrey Dean Morgan, Mason Gooding, Jasper Cole. Diproduksi oleh Tea Shop Productions, Capstone Pictures, Eagle Films. Negara produksi: United States of America, United Kingdom.",103,59
68721,Iron Man 3,Iron Man 3,"Setelah peristiwa besar di New York bersama Avengers, Stark terus mengalami rasa gelisah dan cemas.  Ia membuat lebih banyak baju besi Iron Man untuk mengatasi rasa takutnya, namun hal itu malah membuatnya semakin terisolasi dan konflik dengan kekasihnya, Pepper Potts.  Ditengah kekhawatiran Stark, teror baru muncul dalam wujud seorang teroris bernama Mandarin yang mengancam Amerika dengan serangkaian pengeboman misterius.  Ketika rumah Stark diserang dan dihancurkan oleh pasukan Mandarin, Stark harus menghadapi kenyataan bahwa musuh barunya memiliki kekuatan dan sumber daya yang luar biasa.  Terdampar di tempat yang jauh dari rumahnya, Stark harus bergantung pada kecerdasannya dan kemampuan improvisasinya untuk bertahan hidup dan melawan ancaman.",,"Aksi, Petualangan, Cerita Fiksi","[28, 12, 878]",Shane Black,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle, Guy Pearce, Rebecca Hall",Marvel Studios,United States of America,6.932,23392,22.1445,2013-04-18,2013,en,"Judul film Iron Man 3. Genre film ini adalah Aksi, Petualangan, Cerita Fiksi. Setelah peristiwa besar di New York bersama Avengers, Stark terus mengalami rasa gelisah dan cemas.  Ia membuat lebih banyak baju besi Iron Man untuk mengatasi rasa takutnya, namun hal itu malah membuatnya semakin terisolasi dan konflik dengan kekasihnya, Pepper Potts.  Ditengah kekhawatiran Stark, teror baru muncul dalam wujud seorang teroris bernama Mandarin yang mengancam Amerika dengan serangkaian pengeboman misterius.  Ketika rumah Stark diserang dan dihancurkan oleh pasukan Mandarin, Stark harus menghadapi kenyataan bahwa musuh barunya memiliki kekuatan dan sumber daya yang luar biasa.  Terdampar di tempat yang jauh dari rumahnya, Stark harus bergantung pada kecerdasannya dan kemampuan improvisasinya untuk bertahan hidup dan melawan ancaman. Disutradarai oleh Shane Black. Dibintangi oleh Robert Downey Jr., Gwyneth Paltrow, Don Cheadle, Guy Pearce, Rebecca Hall. Diproduksi oleh Marvel Studios. Negara produksi: United States of America.",144,104
62177,Brave,Brave,"Brave terletak di Dataran Tinggi Skotlandia yang mistis, tempat Mérida adalah putri kerajaan yang diperintah oleh Raja Fergus dan Ratu Elinor. Seorang putri yang sulit diatur dan seorang pemanah yang ulung, Mérida suatu hari menentang adat sakral tanah dan secara tidak sengaja membawa kekacauan ke kerajaan. Dalam upaya untuk memperbaiki keadaan, Mérida mencari seorang Wanita Bijaksana yang eksentrik dan mendapatkan harapan buruk. Juga mencari dalam pencarian Mérida - dan berfungsi sebagai bantuan komik - adalah tiga penguasa kerajaan: Lord MacGuffin yang sangat besar, Lord Macintosh yang bermuka masam, dan Lord Dingwall yang tidak menyenangkan.",,"Animasi, Keluarga, Fantasi, Petualangan","[16, 10751, 14, 12]","Brenda Chapman, Mark Andrews","Kelly Macdonald, Emma Thompson, Billy Connolly, Julie Walters, Robbie Coltrane",Pixar,United States of America,7.024,14140,21.974,2012-06-21,2012,en,"Judul film Brave. Genre film ini adalah Animasi, Keluarga, Fantasi, Petualangan. Brave terletak di Dataran Tinggi Skotlandia yang mistis, tempat Mérida adalah putri kerajaan yang diperintah oleh Raja Fergus dan Ratu Elinor. Seorang putri yang sulit diatur dan seorang pemanah yang ulung, Mérida suatu hari menentang adat sakral tanah dan secara tidak sengaja membawa kekacauan ke kerajaan. Dalam upaya untuk memperbaiki keadaan, Mérida mencari seorang Wanita Bijaksana yang eksentrik dan mendapatkan harapan buruk. Juga mencari dalam pencarian Mérida - dan berfungsi sebagai bantuan komik - adalah tiga penguasa kerajaan: Lord MacGuffin yang sangat besar, Lord Macintosh yang bermuka masam, dan Lord Dingwall yang tidak menyenangkan. Disutradarai oleh Brenda Chapman, Mark Andrews. Dibintangi oleh Kelly Macdonald, Emma Thompson, Billy Connolly, Julie Walters, Robbie Coltrane. Diproduksi oleh Pixar. Negara produksi: United States of America.",132,94
150540,Masuk Keluar,Inside Out,"Tumbuh dewasa bisa menjadi jalan yang bergelombang, dan tidak terkecuali bagi Riley, yang tercerabut dari kehidupannya di Midwest ketika ayahnya memulai pekerjaan baru di San Francisco. Emosi pemandu Riley— Kegembiraan, Ketakutan, Kemarahan, Jijik, dan Kesedihan — hidup di Markas Besar, pusat kendali di dalam pikiran Riley, tempat mereka membantu menasihatinya melalui kehidupan sehari-hari dan berusaha menjaga hal-hal positif, tetapi emosi bertentangan tentang cara terbaik untuk menavigasi suatu kota baru, rumah dan sekolah.",Kenali suara kecilmu di dalam kepalamu.,"Animasi, Keluarga, Petualangan, Drama, Komedi","[16, 10751, 12, 18, 35]",Pete Docter,"Amy Poehler, Phyllis Smith, Richard Kind, Bill Hader, Lewis Black",Pixar,United States of America,7.91,23422,21.2403,2015-06-17,2015,en,"Judul film Masuk Keluar. Genre film ini adalah Animasi, Keluarga, Petualangan, Drama, Komedi. Tumbuh dewasa bisa menjadi jalan yang bergelombang, dan tidak terkecuali bagi Riley, yang tercerabut dari kehidupannya di Midwest ketika ayahnya memulai pekerjaan baru di San Francisco. Emosi pemandu Riley— Kegembiraan, Ketakutan, Kemarahan, Jijik, dan Kesedihan — hidup di Markas Besar, pusat kendali di dalam pikiran Riley, tempat mereka membantu menasihatinya melalui kehidupan sehari-hari dan berusaha menjaga hal-hal positif, tetapi emosi bertentangan tentang cara terbaik untuk menavigasi suatu kota baru, rumah dan sekolah. Tagline: Kenali suara kecilmu di dalam kepalamu.. Disutradarai oleh Pete Docter. Dibintangi oleh Amy Poehler, Phyllis Smith, Richard Kind, Bill Hader, Lewis Black. Diproduksi oleh Pixar. Negara produksi: United States of America.",117,72
674,Harry Potter and the Goblet of Fire,Harry Potter and the Goblet of Fire,"Ketika nama Harry Potter muncul dari Piala Api, dia menjadi pesaing dalam pertarungan sengit demi meraih kejayaan di antara tiga sekolah sihir—Turnamen Triwizard. Tapi karena Harry tidak pernah mengirimkan namanya untuk Turnamen, siapa yang melakukannya? Kini Harry harus menghadapi naga yang mematikan, setan air yang ganas, dan labirin ajaib hanya untuk mendapati dirinya berada dalam genggaman kejam Dia yang Tidak Boleh Disebutkan Namanya.",,"Petualangan, Fantasi","[12, 14]",Mike Newell,"Daniel Radcliffe, Rupert Grint, Emma Watson, Brendan Gleeson, Michael Gambon","Warner Bros. Pictures, Heyday Films, Patalex IV Productions","United Kingdom, United States of America",7.801,22126,21.1826,2005-11-16,2005,en,"Judul film Harry Potter and the Goblet of Fire. Genre film ini adalah Petualangan, Fantasi. Ketika nama Harry Potter muncul dari Piala Api, dia menjadi pesaing dalam pertarungan sengit demi meraih kejayaan di antara tiga sekolah sihir—Turnamen Triwizard. Tapi karena Harry tidak pernah mengirimkan namanya untuk Turnamen, siapa yang melakukannya? Kini Harry harus menghadapi naga yang mematikan, setan air yang ganas, dan labirin ajaib hanya untuk mendapati dirinya berada dalam genggaman kejam Dia yang Tidak Boleh Disebutkan Namanya. Disutradarai oleh Mike Newell. Dibintangi oleh Daniel Radcliffe, Rupert Grint, Emma Watson, Brendan Gleeson, Michael Gambon. Diproduksi oleh Warner Bros. Pictures, Heyday Films, Patalex IV Productions. Negara produksi: United Kingdom, United States of America.",112,63
122917,The Hobbit: The Battle of the Five Armies,The Hobbit: The Battle of the Five Armies,"Segera setelah peristiwa The Desolation of Smaug, Bilbo dan para kurcaci mencoba mempertahankan gunung harta karun Erebor dari orang lain yang mengklaimnya: orang-orang dari Laketown yang hancur dan para elf dari Mirkwood. Sementara itu pasukan Orc yang dipimpin oleh Azog the Defiler bergerak menuju Erebor, didorong oleh kebangkitan penguasa kegelapan Sauron. Kurcaci, elf, dan manusia harus bersatu, dan harapan akan Dunia Tengah jatuh ke tangan Bilbo.",,"Aksi, Petualangan, Fantasi","[28, 12, 14]",Peter Jackson,"Ian McKellen, Martin Freeman, Richard Armitage, Orlando Bloom, Evangeline Lilly","New Line Cinema, Metro-Goldwyn-Mayer, WingNut Films","New Zealand, United States of America",7.333,15325,20.1629,2014-12-10,2014,en,"Judul film The Hobbit: The Battle of the Five Armies. Genre film ini adalah Aksi, Petualangan, Fantasi. Segera setelah peristiwa The Desolation of Smaug, Bilbo dan para kurcaci mencoba mempertahankan gunung harta karun Erebor dari orang lain yang mengklaimnya: orang-orang dari Laketown yang hancur dan para elf dari Mirkwood. Sementara itu pasukan Orc yang dipimpin oleh Azog the Defiler bergerak menuju Erebor, didorong oleh kebangkitan penguasa kegelapan Sauron. Kurcaci, elf, dan manusia harus bersatu, dan harapan akan Dunia Tengah jatuh ke tangan Bilbo. Disutradarai oleh Peter Jackson. Dibintangi oleh Ian McKellen, Martin Freeman, Richard Armitage, Orlando Bloom, Evangeline Lilly. Diproduksi oleh New Line Cinema, Metro-Goldwyn-Mayer, WingNut Films. Negara produksi: New Zealand, United States of America.",115,66
76600,Avatar: The Way of Water,Avatar: The Way of Water,"Jake Sully (Sam Worthington), manusia yang menjadi mutant melalui Program Avatar, tinggal bersama pasangannya Neytiri (Zoe Saldana), dan anak-anak mereka. Mereka yang biasa hidup di darat, berjanji akan melakukan segala hal untuk tetap bersama. Namun, mereka harus menjelajahi wilayah hutan Pandora dan menghadapi datangnya pelbagai ancaman, serta bekerjasama dengan klan Metkayina yang hidup di bawah air.",,"Aksi, Petualangan, Cerita Fiksi","[28, 12, 878]",James Cameron,"Sam Worthington, Zoe Saldaña, Sigourney Weaver, Stephen Lang, Kate Winslet","20th Century Studios, Lightstorm Entertainment, TSG Entertainment",United States of America,7.592,14095,19.3622,2022-12-14,2022,en,"Judul film Avatar: The Way of Water. Genre film ini adalah Aksi, Petualangan, Cerita Fiksi. Jake Sully (Sam Worthington), manusia yang menjadi mutant melalui Program Avatar, tinggal bersama pasangannya Neytiri (Zoe Saldana), dan anak-anak mereka. Mereka yang biasa hidup di darat, berjanji akan melakukan segala hal untuk tetap bersama. Namun, mereka harus menjelajahi wilayah hutan Pandora dan menghadapi datangnya pelbagai ancaman, serta bekerjasama dengan klan Metkayina yang hidup di bawah air. Disutradarai oleh James Cameron. Dibintangi oleh Sam Worthington, Zoe Saldaña, Sigourney Weaver, Stephen Lang, Kate Winslet. Diproduksi oleh 20th Century Studios, Lightstorm Entertainment, TSG Entertainment. Negara produksi: United States of America.",102,56
637649,Wrath of Man,Wrath of Man,"Wrath of Man bercerita tentang seorang pria bernama H (Jason Statham), yang bekerja di perusahaan truk tunai dengan tanggung jawab memindahkan uang dengan jumlah banyak di sekitar Los Angeles, setiap minggu. H merupakan pria yang misterius.  H adalah anggota baru dalam perusahaan tersebut. Suatu hari, H berhadapan dengan para perampok yang menghadang mobil truk berisi uang dalam jumlah banyak. Karena kemampuan yang dimilikinya, H mampu mengalahkan para perampok tersebut seorang diri.  Keberhasilan H sebagai anggota baru mendapat apresiasi dari rekan-rekannya. Namun ternyata, H sedang mencari orang-orang yang telah membunuh putranya dalam tragedi perampokan yang sama. Maka dari itu, H bergabung dengan perusahaan truk tunai karena ingin melancarkan tujuannya.",,"Cerita Seru, Kejahatan, Drama","[53, 80, 18]",Guy Ritchie,"Jason Statham, Holt McCallany, Rocci Williams, Josh Hartnett, Jeffrey Donovan","Miramax, Toff Guy Films","United Kingdom, United States of America",7.573,6074,18.4698,2021-04-22,2021,en,"Judul film Wrath of Man. Genre film ini adalah Cerita Seru, Kejahatan, Drama. Wrath of Man bercerita tentang seorang pria bernama H (Jason Statham), yang bekerja di perusahaan truk tunai dengan tanggung jawab memindahkan uang dengan jumlah banyak di sekitar Los Angeles, setiap minggu. H merupakan pria yang misterius.  H adalah anggota baru dalam perusahaan tersebut. Suatu hari, H berhadapan dengan para perampok yang menghadang mobil truk berisi uang dalam jumlah banyak. Karena kemampuan yang dimilikinya, H mampu mengalahkan para perampok tersebut seorang diri.  Keberhasilan H sebagai anggota baru mendapat apresiasi dari rekan-rekannya. Namun ternyata, H sedang mencari orang-orang yang telah membunuh putranya dalam tragedi perampokan yang sama. Maka dari itu, H bergabung dengan perusahaan truk tunai karena ingin melancarkan tujuannya. Disutradarai oleh Guy Ritchie. Dibintangi oleh Jason Statham, Holt McCallany, Rocci Williams, Josh Hartnett, Jeffrey Donovan. Diproduksi oleh Miramax, Toff Guy Films. Negara produksi: United Kingdom, United States of America.",151,108
767,Harry Potter and the Half-Blood Prince,Harry Potter and the Half-Blood Prince,"Ketika Lord Voldemort mempererat cengkeramannya pada dunia Muggle dan sihir, Hogwarts bukan lagi tempat yang aman. Harry curiga bahaya mungkin ada di dalam kastil, tetapi Dumbledore lebih berniat mempersiapkannya untuk pertempuran terakhir yang akan segera terjadi. Bersama-sama mereka bekerja untuk menemukan kunci untuk membuka pertahanan Voldemort dan untuk tujuan ini, Dumbledore merekrut teman lama dan koleganya Horace Slughorn, yang dia yakini menyimpan informasi penting. Bahkan ketika pertikaian yang menentukan sudah dekat, romansa berkembang untuk Harry, Ron, Hermione, dan teman-teman sekelas mereka. Cinta sedang mengudara, namun bahaya menghadang dan Hogwarts mungkin tidak akan pernah sama lagi.",,"Petualangan, Fantasi","[12, 14]",David Yates,"Daniel Radcliffe, Rupert Grint, Emma Watson, Jim Broadbent, Michael Gambon","Warner Bros. Pictures, Heyday Films","United Kingdom, United States of America",7.679,20746,18.3812,2009-07-15,2009,en,"Judul film Harry Potter and the Half-Blood Prince. Genre film ini adalah Petualangan, Fantasi. Ketika Lord Voldemort mempererat cengkeramannya pada dunia Muggle dan sihir, Hogwarts bukan lagi tempat yang aman. Harry curiga bahaya mungkin ada di dalam kastil, tetapi Dumbledore lebih berniat mempersiapkannya untuk pertempuran terakhir yang akan segera terjadi. Bersama-sama mereka bekerja untuk menemukan kunci untuk membuka pertahanan Voldemort dan untuk tujuan ini, Dumbledore merekrut teman lama dan koleganya Horace Slughorn, yang dia yakini menyimpan informasi penting. Bahkan ketika pertikaian yang menentukan sudah dekat, romansa berkembang untuk Harry, Ron, Hermione, dan teman-teman sekelas mereka. Cinta sedang mengudara, namun bahaya menghadang dan Hogwarts mungkin tidak akan pernah sama lagi. Disutradarai oleh David Yates. Dibintangi oleh Daniel Radcliffe, Rupert Grint, Emma Watson, Jim Broadbent, Michael Gambon. Diproduksi oleh Warner Bros. Pictures, Heyday Films. Negara produksi: United Kingdom, United States of America.",140,95
953,Madagascar,Madagascar,"Alex si singa adalah raja hutan kota, atraksi utama di Kebun Binatang Central Park, New York. Ia dan sahabat-sahabatnya—Marty si zebra, Melman si jerapah, dan Gloria si kuda nil—telah menghabiskan seluruh hidup mereka dalam kurungan yang menyenangkan di hadapan publik yang mengagumi dan dengan makanan yang disediakan secara teratur bagi mereka. Tidak puas untuk membiarkannya begitu saja, Marty membiarkan rasa ingin tahunya menguasainya dan melarikan diri—dengan bantuan beberapa penguin yang luar biasa—untuk menjelajahi dunia.",,"Petualangan, Animasi, Komedi, Keluarga","[12, 16, 35, 10751]","Eric Darnell, Tom McGrath","Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith, Sacha Baron Cohen","Pacific Data Images, DreamWorks Animation",United States of America,6.922,11705,17.8479,2005-05-25,2005,en,"Judul film Madagascar. Genre film ini adalah Petualangan, Animasi, Komedi, Keluarga. Alex si singa adalah raja hutan kota, atraksi utama di Kebun Binatang Central Park, New York. Ia dan sahabat-sahabatnya—Marty si zebra, Melman si jerapah, dan Gloria si kuda nil—telah menghabiskan seluruh hidup mereka dalam kurungan yang menyenangkan di hadapan publik yang mengagumi dan dengan makanan yang disediakan secara teratur bagi mereka. Tidak puas untuk membiarkannya begitu saja, Marty membiarkan rasa ingin tahunya menguasainya dan melarikan diri—dengan bantuan beberapa penguin yang luar biasa—untuk menjelajahi dunia. Disutradarai oleh Eric Darnell, Tom McGrath. Dibintangi oleh Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith, Sacha Baron Cohen. Diproduksi oleh Pacific Data Images, DreamWorks Animation. Negara produksi: United States of America.",118,74
324786,Hacksaw Ridge,Hacksaw Ridge,"Bercerita mengenai Desmond T. Doss, seorang dokter tentara Amerika Serikat yang menolak membawa satu pun senjata dalam peperangan, karena keyakinan yang ia anut. Dalam pertempuran Okinawa di era Perang Dunia kedua, Desmond berhasil mengevakuasi 75 orang tentara, sendirian, dan tanpa satu pun peluru ia tembakkan.  Doss menjadi satu - satunya tentara yang tidak pernah mengangkat senjata selama perang dunia kedua. Selain itu, dia menjadi orang pertama yang menuntut haknya untuk tidak sepenuhnya mengikuti perintah militer dalam sejarah Amerika Serikat, yang dianugerahi penghargaan tertinggi tentara Amerika, yaitu Medal of Honor.",Ketika diperitahkan untuk mundur. Seorang prajurit tetap tinggal.,"Drama, Sejarah, Kejahatan","[18, 36, 10752]",Mel Gibson,"Andrew Garfield, Sam Worthington, Vince Vaughn, Teresa Palmer, Luke Bracey","Summit Entertainment, Pandemonium, Cross Creek Pictures","Australia, United Kingdom",8.189,14822,17.0219,2016-10-07,2016,en,"Judul film Hacksaw Ridge. Genre film ini adalah Drama, Sejarah, Kejahatan. Bercerita mengenai Desmond T. Doss, seorang dokter tentara Amerika Serikat yang menolak membawa satu pun senjata dalam peperangan, karena keyakinan yang ia anut. Dalam pertempuran Okinawa di era Perang Dunia kedua, Desmond berhasil mengevakuasi 75 orang tentara, sendirian, dan tanpa satu pun peluru ia tembakkan.  Doss menjadi satu - satunya tentara yang tidak pernah mengangkat senjata selama perang dunia kedua. Selain itu, dia menjadi orang pertama yang menuntut haknya untuk tidak sepenuhnya mengikuti perintah militer dalam sejarah Amerika Serikat, yang dianugerahi penghargaan tertinggi tentara Amerika, yaitu Medal of Honor. Tagline: Ketika diperitahkan untuk mundur. Seorang prajurit tetap tinggal.. Disutradarai oleh Mel Gibson. Dibintangi oleh Andrew Garfield, Sam Worthington, Vince Vaughn, Teresa Palmer, Luke Bracey. Diproduksi oleh Summit Entertainment, Pandemonium, Cross Creek Pictures. Negara produksi: Australia, United Kingdom.",138,89
99861,Avengers: Age of Ultron,Avengers: Age of Ultron,"Saat Tony Stark (Robert Downey Jr) memutuskan untuk membuat program perdamaian. Tony menciptakan robot cerdas Ultron untuk menggantikan peran Iron Man, Captain America, Thor, The Incredible Hulk, Black Widow dan Hawkeye. Tapi Ternyata Ultron mampu berfikir dan memiliki niat jahat yang sangat mengerikan.  Ultron kini menjadi musuh bersama tim Avengers. Tidak mudah bagi tim untuk membasmi Ultron disaat mereka terancam tercerai berai karena berbeda pendapat. Tim Avengers harus bisa menghentikan rencana jahat Ultron dan membangun kekuatan bersama untuk menyelamatkan bumi dari kehancuran.",,"Aksi, Petualangan, Cerita Fiksi","[28, 12, 878]",Joss Whedon,"Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans, Scarlett Johansson",Marvel Studios,United States of America,7.271,24390,16.9623,2015-04-22,2015,en,"Judul film Avengers: Age of Ultron. Genre film ini adalah Aksi, Petualangan, Cerita Fiksi. Saat Tony Stark (Robert Downey Jr) memutuskan untuk membuat program perdamaian. Tony menciptakan robot cerdas Ultron untuk menggantikan peran Iron Man, Captain America, Thor, The Incredible Hulk, Black Widow dan Hawkeye. Tapi Ternyata Ultron mampu berfikir dan memiliki niat jahat yang sangat mengerikan.  Ultron kini menjadi musuh bersama tim Avengers. Tidak mudah bagi tim untuk membasmi Ultron disaat mereka terancam tercerai berai karena berbeda pendapat. Tim Avengers harus bisa menghentikan rencana jahat Ultron dan membangun kekuatan bersama untuk menyelamatkan bumi dari kehancuran. Disutradarai oleh Joss Whedon. Dibintangi oleh Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans, Scarlett Johansson. Diproduksi oleh Marvel Studios. Negara produksi: United States of America.",123,82
